rate_name,class,quality,bathroom,bedding,capacity,bedrooms,club,balcony,view,floor
Triple Economy family Double bed One single bed Room without a window,room,standard,private bathroom,single bed,triple,undefined,not club,no balcony,undefined,undefined
Deluxe twin Room with City View Twin room - Deluxe - City View (1 Twin),room,deluxe,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
"Suite-1 King Bed, Non-Smoking, Sofabed, Pillowtop Bed, Jetted Tub, Microwave And Refrigerator, Wireless High-Speed Internet Access",room,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Deluxe Room with Sea View non-smoking,room,deluxe,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Deluxe Double Room (1 Double),room,deluxe,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Superior Twin Room,room,superior,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
"Premium Room, 2 Queen Beds, Accessible, Partial Ocean View (Newly Renovated) (2 Queen Beds)",room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Saint Roch Suite,suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Executive EXECUTIVE CITY VIEW City,room,executive,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
"Double Room, Private Bathroom (Small)(with breakfast)",room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Residence 1 bedroom - Balcony Residence 1 bedroom - Balcony,room,standard,private bathroom,undefined,undefined,1 bedroom,not club,with balcony,undefined,undefined
"Traditional Room, 1 King Bed",room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Family Suite FAMILY SUITE,suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Standard Standard King or twin Room,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Deluxe DELUXE LAKE BUILDING (TWIN),room,deluxe,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Economy Economy with no views,room,economy,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
"Apartment, 1 Bedroom (1 King Bed and 1 Double Sofa Bed)",room,undefined,private bathroom,double/double-or-twin,double,1 bedroom,not club,no balcony,undefined,undefined
Standard comfort with double bed double,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Standard Room Double Breakfast,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Junior Suite (2 Twin Beds),room,undefined,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Economy room with 2 twin beds (breakfast included) twin  in block,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
"3 Bedroom Suite, Bedroom 1: 1 King, Bedroom 2: 1 King, Bedroom 3: 2 Twin, High floor, Balcony Room Only",room,undefined,private bathroom,double/double-or-twin,double,3 bedroom,not club,with balcony,undefined,undefined
Deluxe DELUXE SPA KING,room,deluxe,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Corner King Suite with Garden View,suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Superior Double Room (Smart) (1 Queen Bed),room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
"2 Single Beds, Non-Smoking, Classic Room, Air-Conditioned",room,standard,private bathroom,single bed,single,undefined,not club,no balcony,undefined,undefined
"Classic Room, Guest room, 1 King, Balcony Room Only",room,standard,private bathroom,undefined,undefined,undefined,not club,with balcony,undefined,undefined
Suite - De Luxe - Creek View Suite - De Luxe - Creek View,suite,deluxe,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Anantara Burj Khalifa View Suite Half Board,suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
"Junior Villa, Pool Access, Poolside (1 King Bed)",room,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Penthouse,room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,penthouse floor
family connected room,room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Junior Suite Jacuzzi Junior Suite - Ocean View (Adults Only) Ocean,suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
"Premier Room, 2 Double Beds (Spa)",room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Single PREMIER ROOM,room,standard,private bathroom,single bed,single,undefined,not club,no balcony,undefined,undefined
"Room, 1 King Bed (PIAZZA VIEW / Club Access) (1 Double)",room,standard,private bathroom,double/double-or-twin,double,undefined,club,no balcony,undefined,undefined
1 King Non Smoking Suite(FIT - Wholesale 3 - Promo Rate),room,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
superior suite (1 Double or 1 Twin),room,superior,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Duplex Suite,suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,duplex floor
"executive king room, guest room, 1 king, high floor (1 Double)",room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Residence Residence - Penthouse,room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,penthouse floor
"Premium Twin Studio, Burj Khalifa/Fountain View, Non-Smoking Room Only",room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Standard DOUBLE ROOM,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Sea Front Two Bedroom Suite with Balcony and Lounge Access Breakfast,room,undefined,private bathroom,undefined,undefined,undefined,not club,with balcony,undefined,undefined
Corner Suite SUITE - CORNER - JACUZZI - SEA VIEW Sea,suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
FAMILY DELUXE TRIPLE ROOM,room,deluxe,private bathroom,double/double-or-twin,triple,undefined,not club,no balcony,undefined,undefined
Panorama Suite,suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Standard double or Twin standard room,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
"Deluxe Deluxe Room, 2 Twin Beds, City View City",room,deluxe,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Studio deluxe room double,room,deluxe,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
"Standard Triple Souk View with Balcony Free Beach Transfer,25% off Food & Beverage",room,standard,private bathroom,double/double-or-twin,triple,undefined,not club,with balcony,undefined,undefined
"Signature Room, Sea View (1 Queen Bed) - Package Rate",room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Premier Room Balcony Access,room,standard,private bathroom,undefined,undefined,undefined,not club,with balcony,undefined,undefined
"Studio Suite, Terrace, Marina View (1 King Bed)",suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Twin/Double room - Grand room Twin/Double room - Grand room,room,deluxe,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
"Deluxe Deluxe Room, 1 King Bed",room,deluxe,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Classic Triple Room,room,standard,private bathroom,double/double-or-twin,triple,undefined,not club,no balcony,undefined,undefined
"Triple Room, Sea View (1 Double Bed and 1 Twin Bed)",room,standard,private bathroom,double/double-or-twin,triple,undefined,not club,no balcony,undefined,undefined
Premium Room PREMIUM,room,premium,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Royal Private Villa (2br),villa,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
"Double Room, 1 King Bed",room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
room -studio without window,room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Standard room with 3 single beds (breakfast included),room,standard,private bathroom,single bed,single,undefined,not club,no balcony,undefined,undefined
Apartment 1 bedroom - Quad Apartment 1 bedroom - Quad,apartment,undefined,private bathroom,double/double-or-twin,quadruple,1 bedroom,not club,no balcony,undefined,undefined
Standard Dbl Room Double(1 Amount),room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
"Superior Twin Room, 2 Twin Beds (2 Twin Beds)",room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
"Apartment, 1 Bedroom, Balcony, Sea View (2 adults) (2 Twin Beds and 1 Double Sofa Bed)",room,undefined,private bathroom,double/double-or-twin,double,1 bedroom,not club,with balcony,undefined,undefined
"Superior 2 Single Beds Non Refundable,Breakfast",room,standard,private bathroom,single bed,single,undefined,not club,no balcony,undefined,undefined
Standard room (1 Double or 1 Twin),room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Standard Double or Twin Room - Room Only,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Twin/Double room - Single use Room Only,room,standard,private bathroom,single bed,double,undefined,not club,no balcony,undefined,undefined
Double Room (1 Queen Bed),room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
"Premium Suite, 2 Bedrooms",suite,undefined,private bathroom,undefined,undefined,2 bedroom,not club,no balcony,undefined,undefined
Comfort Room,room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Grand Suite,suite,deluxe,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
Deluxe Room City View Twin/Double room - Deluxe - City View (1 Double or 1 Twin),room,deluxe,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
"Classic Room, 1 King Bed, Balcony, Sea View (1 King Bed)",room,standard,private bathroom,undefined,undefined,undefined,not club,with balcony,undefined,undefined
2 Twin Premium High Floor,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
Standard Mansard with 1 double bed Standard rate with breakfast,room,standard,private bathroom,double/double-or-twin,double,undefined,not club,no balcony,undefined,undefined
"Superior Room, 1 Queen Bed",room,standard,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
"One Bedroom Beach Suite One Bedroom Suite with Soluna Beach Club Access, 1 King Bed",suite,undefined,private bathroom,undefined,undefined,undefined,club,no balcony,undefined,undefined
Corner Suite Corner Suite,suite,undefined,private bathroom,undefined,undefined,undefined,not club,no balcony,undefined,undefined
